Code du Point de Vente,Raison Sociale,Code Postal,Ville,Code Chef de Secteur Henkel,"Total
Famille",Famille,"Total
annuel
2022","Total
annuel
2023","Total
annuel
Evol","Total
YTD
2022","Total
YTD
2023","Total
YTD
Evol","Janvier
2022","Janvier
2023","Janvier
Evol","Février
2022","Février
2023","Février
Evol","Mars
2022","Mars
2023","Mars
Evol","Avril
2022","Avril
2023","Avril
Evol","Mai
2022","Mai
2023","Mai
Evol","Juin
2022","Juin
2023","Juin
Evol","Juillet
2022","Juillet
2023","Juillet
Evol","Août
2022","Août
2023","Août
Evol","Septembre
2022","Septembre
2023","Septembre
Evol","Octobre
2022","Octobre
2023","Octobre
Evol","Novembre
2022","Novembre
2023","Novembre
Evol","Décembre
2022","Décembre
2023","Décembre
Evol"
20pkv,LEROY MERLIN - 183,59119,WAZIERS,521,,-    BATI,6112,8999,,6112,8999,"47,24%",627,1754,"180,02%",,522,,230,1364,"491,88%",,1535,,415,229,"-44,85%",689,1782,"158,64%",758,182,"-75,95%",343,229,"-33,40%",1085,250,"-76,94%",264,387,"46,34%",1314,440,"-66,49%",387,326,"-15,77%"
20pkv,LEROY MERLIN - 183,59119,WAZIERS,521,,-    AUTRES,5812,4149,,5812,4149,"-28,61%",,,,,924,,,1016,,996,416,"-58,25%",,647,,,323,,,46,,,,,517,,,830,,,1156,777,"-32,81%",2313,,
20pp5,LEROY MERLIN - 191,60000,BEAUVAIS,521,TOTAL HENKEL,,231370,222237,"-3,95%",231370,222237,"-3,95%",23006,23027,"0,09%",19569,17836,"-8,86%",17083,16560,"-3,06%",17220,23874,"38,64%",15139,11653,"-23,03%",13901,13091,"-5,83%",20059,20637,"2,88%",25410,19005,"-25,21%",21035,14824,"-29,53%",25981,25741,"-0,93%",21759,19950,"-8,32%",11208,16040,"43,11%"
20pp5,LEROY MERLIN - 191,60000,BEAUVAIS,521,,TOTAL HENKEL Direct,231370,222237,"-3,95%",231370,222237,"-3,95%",23006,23027,"0,09%",19569,17836,"-8,86%",17083,16560,"-3,06%",17220,23874,"38,64%",15139,11653,"-23,03%",13901,13091,"-5,83%",20059,20637,"2,88%",25410,19005,"-25,21%",21035,14824,"-29,53%",25981,25741,"-0,93%",21759,19950,"-8,32%",11208,16040,"43,11%"
20pp5,LEROY MERLIN - 191,60000,BEAUVAIS,521,,-    PEINTURE,159161,166362,"4,52%",159161,166362,"4,52%",18101,16958,"-6,32%",12869,13447,"4,49%",12546,10813,"-13,81%",11893,20351,"71,12%",9877,7172,"-27,39%",9127,10635,"16,53%",14103,15217,"7,89%",14626,15418,"5,42%",16393,10545,"-35,67%",18308,18543,"1,28%",14524,14126,"-2,74%",6794,13137,"93,36%"
20pp5,LEROY MERLIN - 191,60000,BEAUVAIS,521,,-    MENUISERIE,23531,21317,"-9,41%",23531,21317,"-9,41%",1468,2368,"61,33%",2340,1638,-30%,1652,1868,"13,06%",1754,1241,"-29,23%",2668,1072,"-59,82%",1421,907,"-36,19%",2221,2778,"25,08%",2766,652,"-76,43%",1461,1226,"-16,14%",2339,4701,"100,96%",2096,2468,"17,75%",1344,398,"-70,43%"
20pp5,LEROY MERLIN - 191,60000,BEAUVAIS,521,,-    PLOMBERIE,18627,10719,"-42,45%",18627,10719,"-42,45%",1206,1341,"11,19%",1913,1176,"-38,53%",1288,699,"-45,73%",1199,661,"-44,88%",782,1402,"79,22%",1452,678,"-53,30%",2397,778,"-67,55%",3818,403,"-89,45%",2248,937,"-58,33%",461,1201,"160,55%",1148,634,"-44,81%",715,810,"13,35%"
20pp5,LEROY MERLIN - 191,60000,BEAUVAIS,521,,-    SOL,14181,13536,"-4,54%",14181,13536,"-4,54%",1642,1279,"-22,14%",1772,386,"-78,25%",613,2185,"256,18%",1695,842,"-50,36%",1185,1364,"15,03%",918,365,"-60,25%",1237,969,"-21,68%",1484,1586,"6,93%",338,1031,"205,28%",743,434,"-41,60%",1399,1866,"33,41%",1154,1231,"6,67%"
20pp5,LEROY MERLIN - 191,60000,BEAUVAIS,521,,-    DECO,7467,7303,"-2,19%",7467,7303,"-2,19%",589,835,"41,79%",675,505,"-25,10%",650,787,"21,20%",391,594,"51,77%",441,551,"24,95%",783,259,"-66,97%",101,650,"543,73%",1100,607,"-44,81%",382,692,"81,40%",1166,703,"-39,68%",674,656,"-2,76%",516,464,"-10,11%"
20pp5,LEROY MERLIN - 191,60000,BEAUVAIS,521,,-    QUINCAILLERIE,2678,1764,,2678,1764,"-34,13%",,141,,,685,,184,207,"12,94%",125,,,,,,,,,,200,,1617,138,"-91,45%",,393,,,,,67,,,685,,
20pp5,LEROY MERLIN - 191,60000,BEAUVAIS,521,,-    BATI,5626,945,,5626,945,"-83,20%",,,,,,,150,,,163,186,"14,38%",136,,,199,200,"0,60%",,,,,200,,163,,,2964,158,"-94,67%",1851,200,"-89,18%",,,
20pp5,LEROY MERLIN - 191,60000,BEAUVAIS,521,,-    AUTRES,100,290,,100,290,"191,08%",,105,,,,,,,,,,,50,92,"85,54%",,46,,,46,,,,,50,,,,,,,,,,,
20ppx,LEROY MERLIN - 003,62155,MERLIMONT,521,TOTAL HENKEL,,214697,256607,"19,52%",214697,256607,"19,52%",21536,22920,"6,43%",20327,15141,"-25,51%",17590,25520,"45,08%",10839,18596,"71,57%",15798,13048,"-17,41%",16737,24635,"47,19%",15729,18891,"20,11%",19539,21482,"9,94%",21560,28935,"34,20%",20047,21705,"8,27%",14485,25468,"75,82%",20509,20266,"-1,18%"
20ppx,LEROY MERLIN - 003,62155,MERLIMONT,521,,TOTAL HENKEL Direct,214697,256607,"19,52%",214697,256607,"19,52%",21536,22920,"6,43%",20327,15141,"-25,51%",17590,25520,"45,08%",10839,18596,"71,57%",15798,13048,"-17,41%",16737,24635,"47,19%",15729,18891,"20,11%",19539,21482,"9,94%",21560,28935,"34,20%",20047,21705,"8,27%",14485,25468,"75,82%",20509,20266,"-1,18%"
20ppx,LEROY MERLIN - 003,62155,MERLIMONT,521,,-    PEINTURE,150510,183255,"21,76%",150510,183255,"21,76%",15685,16688,"6,39%",14771,9116,"-38,29%",11250,14913,"32,57%",7568,14239,"88,14%",9858,9018,"-8,52%",11426,17143,"50,03%",9890,13879,"40,33%",13511,14376,"6,41%",18936,24846,"31,21%",15115,16583,"9,71%",9205,16611,"80,45%",13294,15843,"19,18%"
20ppx,LEROY MERLIN - 003,62155,MERLIMONT,521,,-    MENUISERIE,28053,42341,,28053,42341,"50,94%",2406,3686,"53,21%",2839,4389,"54,58%",4332,6597,"52,31%",,1412,,3535,2035,"-42,43%",2741,4206,"53,46%",2545,3052,"19,91%",2862,4373,"52,82%",890,2624,"194,67%",1983,1981,"-0,07%",2507,5844,"133,12%",1413,2141,"51,57%"
20ppx,LEROY MERLIN - 003,62155,MERLIMONT,521,,-    PLOMBERIE,10092,8730,"-13,50%",10092,8730,"-13,50%",1433,751,"-47,57%",657,761,"15,86%",195,671,"243,40%",846,1035,"22,34%",450,798,"77,21%",957,824,"-13,88%",1013,335,"-66,97%",1915,651,"-66,02%",167,692,"314,86%",430,998,"132,29%",1264,1025,"-18,94%",766,190,"-75,20%"
20ppx,LEROY MERLIN - 003,62155,MERLIMONT,521,,-    SOL,15155,12065,"-20,39%",15155,12065,"-20,39%",1561,1073,"-31,26%",1267,428,"-66,21%",1383,2138,"54,59%",1884,1326,"-29,59%",1278,429,"-66,41%",947,1614,"70,45%",1359,438,"-67,80%",570,1375,"141,37%",832,248,"-70,19%",1357,664,"-51,07%",886,1101,"24,36%",1832,1231,"-32,85%"
20ppx,LEROY MERLIN - 003,62155,MERLIMONT,521,,-    DECO,5425,4601,,5425,4601,"-15,20%",451,425,"-5,86%",359,127,"-64,73%",310,784,"152,64%",319,446,"39,89%",159,266,"67,56%",321,340,"5,90%",550,479,"-12,84%",483,479,"-0,88%",686,,,578,873,"51,02%",497,148,"-70,29%",713,235,-67%
20ppx,LEROY MERLIN - 003,62155,MERLIMONT,521,,-    QUINCAILLERIE,923,887,,923,887,"-3,85%",,,,,,,120,141,"17,68%",223,,,122,134,"10,34%",,65,,,141,,199,134,"-32,53%",,,,,138,,127,133,"4,92%",132,,
20ppx,LEROY MERLIN - 003,62155,MERLIMONT,521,,-    BATI,4230,3472,,4230,3472,"-17,91%",,204,,434,229,"-47,30%",,229,,,,,346,229,"-33,82%",346,351,"1,53%",319,383,"19,94%",,,,,525,,532,468,"-11,95%",,229,,2253,626,"-72,22%"
20ppx,LEROY MERLIN - 003,62155,MERLIMONT,521,,-    AUTRES,310,1256,,310,1256,"305,31%",,92,,,92,,,46,,,139,,50,139,"178,31%",,92,,53,185,"251,60%",,92,,50,,,53,,,,378,,105,,
20ppt,LEROY MERLIN - 048,62000,ARRAS,521,TOTAL HENKEL,,224967,230817,"2,60%",224967,230817,"2,60%",31147,29342,"-5,80%",16654,16353,"-1,81%",15543,25874,"66,46%",12064,14507,"20,25%",14968,11631,"-22,29%",20060,18107,"-9,74%",16885,13066,"-22,62%",12310,21370,"73,60%",24554,25894,"5,45%",24142,16146,"-33,12%",20380,28467,"39,68%",16261,10062,"-38,12%"
20ppt,LEROY MERLIN - 048,62000,ARRAS,521,,TOTAL HENKEL Direct,224967,230817,"2,60%",224967,230817,"2,60%",31147,29342,"-5,80%",16654,16353,"-1,81%",15543,25874,"66,46%",12064,14507,"20,25%",14968,11631,"-22,29%",20060,18107,"-9,74%",16885,13066,"-22,62%",12310,21370,"73,60%",24554,25894,"5,45%",24142,16146,"-33,12%",20380,28467,"39,68%",16261,10062,"-38,12%"
20ppt,LEROY MERLIN - 048,62000,ARRAS,521,,-    PEINTURE,163276,163033,"-0,15%",163276,163033,"-0,15%",23620,16710,"-29,25%",12548,9449,"-24,69%",11071,17308,"56,33%",6887,7163,4%,13420,9661,"-28,01%",12754,16362,"28,29%",11236,9187,"-18,24%",8671,16437,"89,55%",20040,21437,"6,97%",15437,11936,"-22,68%",14762,20488,"38,79%",12828,6895,"-46,25%"
20ppt,LEROY MERLIN - 048,62000,ARRAS,521,,-    MENUISERIE,23518,22238,,23518,22238,"-5,44%",4077,3713,"-8,94%",1730,2289,"32,33%",2140,4800,"124,32%",1763,4604,"161,19%",132,51,"-61,24%",3245,,,3384,658,"-80,55%",1563,807,"-48,35%",69,722,"938,96%",3751,852,"-77,29%",1325,3742,"182,45%",338,,
20ppt,LEROY MERLIN - 048,62000,ARRAS,521,,-    PLOMBERIE,8032,11550,,8032,11550,"43,80%",644,1302,"102,30%",690,2208,"220,16%",741,1040,"40,33%",575,760,"32,30%",646,989,"53,11%",494,632,"27,82%",-1159,491,,746,927,"24,28%",1222,882,"-27,88%",1114,815,"-26,85%",1390,774,"-44,31%",930,730,"-21,51%"
20ppt,LEROY MERLIN - 048,62000,ARRAS,521,,-    SOL,17295,17796,,17295,17796,"2,90%",1650,4562,"176,52%",1200,1253,"4,38%",1190,1615,"35,76%",2258,1076,"-52,36%",83,-26,,2337,341,"-85,42%",2357,1134,"-51,90%",444,1942,"337,46%",1660,758,"-54,35%",1766,1529,"-13,38%",1521,1872,"23,04%",830,1742,"109,89%"
20ppt,LEROY MERLIN - 048,62000,ARRAS,521,,-    DECO,6264,7052,"12,59%",6264,7052,"12,59%",397,465,"17,04%",486,719,"47,78%",274,839,"206,59%",398,743,"86,76%",474,378,"-20,35%",526,638,"21,26%",243,570,"134,48%",635,786,"23,64%",844,701,"-16,99%",649,198,"-69,48%",823,321,"-60,94%",514,696,"35,27%"
20ppt,LEROY MERLIN - 048,62000,ARRAS,521,,-    QUINCAILLERIE,1431,3102,,1431,3102,"116,75%",,134,,,203,,63,272,"328,36%",184,69,"-62,35%",62,134,"117,48%",185,134,"-27,46%",,650,,250,200,-20%,238,1098,"360,59%",194,207,7%,123,,,132,,
20ppt,LEROY MERLIN - 048,62000,ARRAS,521,,-    BATI,3710,3542,,3710,3542,"-4,53%",759,821,"8,21%",,233,,64,,,,,,,443,,319,,,625,376,"-39,88%",,271,,480,297,"-38,17%",863,608,"-29,56%",437,494,"13,08%",164,,
20ppt,LEROY MERLIN - 048,62000,ARRAS,521,,-    AUTRES,1441,2504,,1441,2504,"73,71%",,1634,,,,,,,,,92,,149,,,199,,,199,,,,,,,,,368,,,,777,,526,,
20ppy,LEROY MERLIN - 164,62131,VERQUIN,521,TOTAL HENKEL,,276688,299492,"8,24%",276688,299492,"8,24%",30436,37892,"24,50%",28980,21272,"-26,60%",26163,32717,"25,05%",21512,17255,"-19,79%",21253,21013,"-1,13%",22212,25108,"13,04%",18823,20108,"6,83%",20499,25200,"22,94%",28368,30579,"7,79%",21719,25932,"19,40%",21394,16424,"-23,23%",15330,25991,"69,54%"
20ppy,LEROY MERLIN - 164,62131,VERQUIN,521,,TOTAL HENKEL Direct,276688,299492,"8,24%",276688,299492,"8,24%",30436,37892,"24,50%",28980,21272,"-26,60%",26163,32717,"25,05%",21512,17255,"-19,79%",21253,21013,"-1,13%",22212,25108,"13,04%",18823,20108,"6,83%",20499,25200,"22,94%",28368,30579,"7,79%",21719,25932,"19,40%",21394,16424,"-23,23%",15330,25991,"69,54%"
20ppy,LEROY MERLIN - 164,62131,VERQUIN,521,,-    PEINTURE,184846,195528,"5,78%",184846,195528,"5,78%",22580,26583,"17,73%",21300,12131,"-43,05%",16405,19860,"21,07%",9673,8081,"-16,46%",13119,12987,"-1,01%",15287,18744,"22,61%",11526,13012,"12,89%",13938,16572,"18,90%",22720,25366,"11,64%",15045,14363,"-4,53%",14258,8013,"-43,80%",8996,19816,"120,29%"
20ppy,LEROY MERLIN - 164,62131,VERQUIN,521,,-    MENUISERIE,43116,53925,"25,07%",43116,53925,"25,07%",3808,6817,"79,01%",3808,4302,"12,98%",5739,7364,"28,30%",7295,4036,"-44,68%",5394,4173,"-22,62%",2652,3478,"31,16%",2479,4046,"63,18%",2522,4602,"82,50%",546,2567,"369,86%",3429,5190,"51,33%",2927,4851,"65,72%",2516,2500,"-0,63%"
20ppy,LEROY MERLIN - 164,62131,VERQUIN,521,,-    PLOMBERIE,13153,12059,"-8,32%",13153,12059,"-8,32%",1398,722,"-48,34%",1016,1914,"88,36%",728,530,"-27,22%",1255,371,"-70,44%",603,1733,"187,32%",423,592,"39,83%",1303,1051,"-19,31%",1596,1344,"-15,81%",1259,621,"-50,69%",1401,1327,"-5,32%",1119,682,"-38,99%",1053,1173,"11,44%"
20ppy,LEROY MERLIN - 164,62131,VERQUIN,521,,-    SOL,21144,19783,"-6,44%",21144,19783,"-6,44%",1705,1770,"3,82%",1638,1541,"-5,92%",1864,2493,"33,71%",1902,1215,"-36,13%",1804,849,"-52,94%",2782,1281,"-53,97%",2344,1200,"-48,79%",1290,1324,"2,66%",1639,1223,"-25,40%",1154,3565,"208,99%",1702,1730,"1,64%",1318,1591,"20,72%"
20ppy,LEROY MERLIN - 164,62131,VERQUIN,521,,-    DECO,10024,9777,,10024,9777,"-2,47%",484,1336,"175,85%",1039,728,"-29,93%",1172,2010,"71,41%",988,855,"-13,44%",7,1033,"15181,36%",1068,504,"-52,78%",861,380,"-55,82%",1153,1021,"-11,42%",1070,,,309,609,"97,26%",1195,1147,"-4,08%",679,154,"-77,33%"
20ppy,LEROY MERLIN - 164,62131,VERQUIN,521,,-    QUINCAILLERIE,754,3606,,754,3606,378%,,,,63,214,"236,48%",63,138,"116,64%",184,1483,"707,84%",127,,,,371,,,144,,,131,,194,247,"27,55%",62,879,"1327,68%",,,,62,,
20ppy,LEROY MERLIN - 164,62131,VERQUIN,521,,-    BATI,2873,2995,,2873,2995,"4,23%",461,572,"24,09%",115,396,"243,96%",192,,,214,983,"358,57%",,192,,,,,206,229,"11,14%",,68,,835,556,"-33,48%",213,,,140,,,497,,
20ppy,LEROY MERLIN - 164,62131,VERQUIN,521,,-    AUTRES,777,1819,,777,1819,"133,95%",,92,,,46,,,323,,,231,,199,46,"-76,81%",,139,,105,46,"-56,05%",,139,,105,,,105,,,53,,,210,756,"259,59%"
20pr2,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,TOTAL HENKEL,,289463,335147,"15,78%",289463,335147,"15,78%",30130,36806,"22,16%",29350,19249,"-34,41%",22053,48554,"120,17%",17268,16431,"-4,85%",22625,34602,"52,93%",25352,23309,"-8,06%",20593,21183,"2,86%",16981,28611,"68,49%",40897,36955,"-9,64%",22900,17907,"-21,81%",21037,24679,"17,31%",20276,26861,"32,48%"
20pr2,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,,TOTAL HENKEL Direct,289463,335147,"15,78%",289463,335147,"15,78%",30130,36806,"22,16%",29350,19249,"-34,41%",22053,48554,"120,17%",17268,16431,"-4,85%",22625,34602,"52,93%",25352,23309,"-8,06%",20593,21183,"2,86%",16981,28611,"68,49%",40897,36955,"-9,64%",22900,17907,"-21,81%",21037,24679,"17,31%",20276,26861,"32,48%"
20pr2,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,,-    PEINTURE,211382,253797,"20,07%",211382,253797,"20,07%",24431,27683,"13,31%",16878,13870,"-17,82%",13396,32991,"146,28%",14541,10600,"-27,10%",18653,24000,"28,66%",19726,19931,"1,04%",14173,17157,"21,06%",12540,23408,"86,67%",33176,32460,"-2,16%",14246,15221,"6,84%",15063,16712,"10,95%",14559,19762,"35,74%"
20pr2,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,,-    MENUISERIE,34707,33405,"-3,75%",34707,33405,"-3,75%",2765,4442,"60,68%",8061,1704,"-78,86%",4375,5829,"33,22%",314,1680,"435,02%",1958,5508,"181,25%",1582,1381,"-12,66%",2963,1413,"-52,33%",716,1816,"153,48%",3107,1780,"-42,70%",4007,477,"-88,10%",1700,4777,"181,06%",3159,2598,"-17,76%"
20pr2,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,,-    PLOMBERIE,11731,11200,"-4,53%",11731,11200,"-4,53%",1133,881,"-22,26%",1352,1352,"0,03%",1373,4763,"246,91%",398,401,"0,81%",342,426,"24,50%",610,480,"-21,33%",1064,366,"-65,56%",1328,513,"-61,35%",943,401,"-57,44%",1709,246,"-85,59%",815,581,"-28,69%",666,790,"18,63%"
20pr2,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,,-    SOL,14798,16956,"14,58%",14798,16956,"14,58%",1302,1438,"10,42%",1830,951,"-48,01%",1814,1673,"-7,74%",833,841,"0,96%",1117,2766,"147,55%",1867,831,"-55,47%",978,821,"-16,08%",1325,1421,"7,24%",1631,1631,"-0,04%",624,1099,"76,01%",634,1468,"131,61%",842,2016,"139,30%"
20pr2,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,,-    DECO,9137,10065,"10,16%",9137,10065,"10,16%",499,1339,"168,48%",964,751,"-22,05%",1095,1565,"42,96%",721,357,"-50,55%",554,1288,"132,33%",1153,360,"-68,79%",467,1065,"128,12%",939,1295,"37,91%",892,528,"-40,78%",1000,561,"-43,85%",509,795,"56,41%",344,160,"-53,63%"
20pr2,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,,-    QUINCAILLERIE,2550,1631,,2550,1631,"-36,05%",,333,,,,,,144,,461,,,,614,,63,,,631,203,"-67,85%",132,,,1073,,,,144,,,192,,190,,
20pr2,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,,-    BATI,1530,3873,,1530,3873,"153,08%",,229,,266,158,"-40,51%",,849,,,751,,,,,351,326,"-7,15%",318,158,"-50,34%",,158,,75,154,"104,47%",,158,,215,154,"-28,30%",306,780,"154,86%"
20pr2,LEROY MERLIN - 012,62880,VENDIN LE VIEIL,521,,-    AUTRES,3627,4221,,3627,4221,"16,39%",,462,,,462,,,739,,,1802,,,,,,,,,,,,,,,,,1314,,,2102,,,210,756,"259,59%"
20pr1,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,TOTAL HENKEL,,220031,271514,"23,40%",220031,271514,"23,40%",27574,22890,"-16,99%",20131,21454,"6,57%",24336,26054,"7,06%",17189,21378,"24,37%",16284,12392,"-23,90%",15515,21870,"40,96%",17496,16875,"-3,55%",15231,27500,"80,56%",19511,24139,"23,72%",15170,24659,"62,55%",15284,27177,"77,81%",16310,25125,"54,05%"
20pr1,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,,TOTAL HENKEL Direct,220031,271514,"23,40%",220031,271514,"23,40%",27574,22890,"-16,99%",20131,21454,"6,57%",24336,26054,"7,06%",17189,21378,"24,37%",16284,12392,"-23,90%",15515,21870,"40,96%",17496,16875,"-3,55%",15231,27500,"80,56%",19511,24139,"23,72%",15170,24659,"62,55%",15284,27177,"77,81%",16310,25125,"54,05%"
20pr1,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,,-    PEINTURE,145174,187590,"29,22%",145174,187590,"29,22%",21454,16721,"-22,06%",13218,10446,"-20,97%",12998,16641,"28,02%",10904,14089,"29,21%",11197,8544,"-23,69%",12407,13089,"5,50%",10613,13457,"26,80%",9851,18624,"89,05%",14770,19409,"31,41%",8998,18614,"106,87%",8554,17849,"108,66%",10211,20107,"96,92%"
20pr1,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,,-    MENUISERIE,25613,38273,"49,43%",25613,38273,"49,43%",1927,2883,"49,56%",2700,5299,"96,27%",4279,3842,"-10,22%",2151,2086,"-3,02%",1210,1323,"9,28%",474,4336,"814,15%",3386,1086,"-67,93%",1142,6271,"449,31%",1396,2581,"84,89%",1042,1361,"30,57%",3545,3615,"1,98%",2361,3591,"52,12%"
20pr1,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,,-    PLOMBERIE,13536,12850,"-5,07%",13536,12850,"-5,07%",1228,1029,"-16,20%",859,1386,"61,27%",1129,1887,"67,11%",940,1414,"50,38%",1791,529,"-70,48%",257,1272,"394,47%",1200,1298,"8,14%",1066,586,"-45,02%",1331,860,"-35,41%",1152,915,"-20,63%",1270,1394,"9,79%",1313,282,"-78,52%"
20pr1,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,,-    SOL,16065,18217,"13,39%",16065,18217,"13,39%",1802,1453,"-19,34%",1929,1922,"-0,36%",1325,1840,"38,78%",1422,2933,"106,30%",1207,484,"-59,92%",1473,2050,"39,15%",1451,462,"-68,15%",1666,1151,"-30,95%",361,498,"38,05%",1675,2765,"65,10%",607,2000,"229,49%",1146,659,"-42,53%"
20pr1,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,,-    DECO,7494,6763,"-9,75%",7494,6763,"-9,75%",612,804,"31,37%",734,717,"-2,29%",543,877,"61,40%",642,582,"-9,48%",584,1188,"103,55%",582,283,"-51,44%",597,172,"-71,22%",1106,468,"-57,68%",307,231,"-24,66%",584,593,"1,57%",586,677,"15,64%",616,171,"-72,30%"
20pr1,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,,-    QUINCAILLERIE,1877,1270,,1877,1270,"-32,35%",63,,,,1053,,,,,470,,,,,,122,72,"-40,69%",,,,400,,,694,144,"-79,19%",,,,,,,129,,
20pr1,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,,-    BATI,8525,4157,,8525,4157,"-51,23%",487,,,691,215,"-68,89%",4060,229,"-94,37%",163,182,"12,02%",295,186,"-36,87%",199,583,"192,77%",,401,,,354,,652,415,"-36,25%",1194,412,"-65,52%",408,865,"112,09%",376,315,"-16,12%"
20pr1,LEROY MERLIN - 043,62280,ST MARTIN BOULOGNE,521,,-    AUTRES,1746,2394,,1746,2394,"37,13%",,,,,416,,,739,,498,92,"-81,45%",,139,,,185,,249,,,,46,,,,,526,,,315,777,"146,35%",158,,
20r81,LEROY MERLIN - 069,80085,AMIENS,521,TOTAL HENKEL,,223267,230868,"3,40%",223267,230868,"3,40%",29616,30303,"2,32%",19188,10761,"-43,92%",14155,25052,"76,98%",14752,10817,"-26,67%",14151,15045,"6,32%",15616,18441,"18,09%",23688,18310,"-22,70%",16767,23421,"39,69%",27808,30132,"8,36%",15374,14951,"-2,75%",18950,22248,"17,40%",13202,11386,"-13,75%"
20r81,LEROY MERLIN - 069,80085,AMIENS,521,,TOTAL HENKEL Direct,223267,230868,"3,40%",223267,230868,"3,40%",29616,30303,"2,32%",19188,10761,"-43,92%",14155,25052,"76,98%",14752,10817,"-26,67%",14151,15045,"6,32%",15616,18441,"18,09%",23688,18310,"-22,70%",16767,23421,"39,69%",27808,30132,"8,36%",15374,14951,"-2,75%",18950,22248,"17,40%",13202,11386,"-13,75%"
20r81,LEROY MERLIN - 069,80085,AMIENS,521,,-    PEINTURE,158073,166494,"5,33%",158073,166494,"5,33%",24782,23423,"-5,48%",13273,6341,"-52,23%",8936,19018,"112,84%",8907,6039,"-32,20%",10823,9744,"-9,97%",8707,13355,"53,39%",14705,11778,"-19,90%",12175,18700,"53,60%",21784,26938,"23,66%",10356,6940,"-32,99%",14025,15885,"13,26%",9601,8331,"-13,22%"
20r81,LEROY MERLIN - 069,80085,AMIENS,521,,-    MENUISERIE,24007,27136,"13,03%",24007,27136,"13,03%",1944,1883,"-3,09%",2178,2502,"14,84%",2880,2561,"-11,06%",1538,1455,"-5,37%",1437,2104,"46,44%",2104,2009,"-4,49%",3807,3699,"-2,84%",1577,1514,"-3,97%",2566,876,"-65,88%",908,5066,"457,94%",2572,2359,"-8,29%",498,1108,"122,59%"
20r81,LEROY MERLIN - 069,80085,AMIENS,521,,-    PLOMBERIE,11250,9554,"-15,07%",11250,9554,"-15,07%",695,1152,"65,85%",1147,493,"-56,99%",408,709,"73,86%",1129,769,"-31,83%",635,875,"37,83%",788,715,"-9,20%",1460,861,"-41,03%",661,497,"-24,81%",1327,1075,"-19,01%",1365,997,"-26,98%",624,667,"6,85%",1012,745,"-26,44%"
20r81,LEROY MERLIN - 069,80085,AMIENS,521,,-    SOL,17723,15040,"-15,14%",17723,15040,"-15,14%",1810,1894,"4,68%",2047,643,"-68,62%",1253,1848,"47,49%",2045,934,"-54,31%",847,1664,"96,41%",2247,1514,"-32,64%",1901,883,"-53,55%",655,1528,"133,21%",1295,667,"-48,50%",1459,1037,"-28,95%",1266,1637,"29,31%",897,791,"-11,78%"
20r81,LEROY MERLIN - 069,80085,AMIENS,521,,-    DECO,7259,6765,"-6,81%",7259,6765,"-6,81%",386,1213,"214,38%",478,469,"-1,94%",559,649,"16,04%",1007,1325,"31,54%",290,69,"-76,18%",349,535,"53,37%",561,534,"-4,74%",1269,422,"-66,77%",544,170,"-68,82%",1048,520,"-50,34%",178,447,"151,46%",590,411,"-30,29%"
20r81,LEROY MERLIN - 069,80085,AMIENS,521,,-    QUINCAILLERIE,1504,1846,,1504,1846,"22,71%",,200,,63,141,"122,68%",120,134,"11,89%",125,,,120,134,"11,89%",238,141,"-40,71%",190,337,"77,40%",257,279,"8,34%",129,65,"-49,21%",67,134,"100,72%",62,279,"353,02%",132,,
20r81,LEROY MERLIN - 069,80085,AMIENS,521,,-    BATI,3451,3164,,3451,3164,"-8,32%",,537,,,172,,,86,,,294,,,455,,1183,172,"-85,48%",1065,172,"-83,86%",172,480,"179,26%",164,342,"109,17%",172,258,50%,224,197,"-11,91%",473,,
20r81,LEROY MERLIN - 069,80085,AMIENS,521,,-    AUTRES,,869,,,869,,,,,,,,,46,,,,,,,,,,,,46,,,,,,,,,,,,777,,,,
20r82,LEROY MERLIN - 004,80330,LONGUEAU,521,TOTAL HENKEL,,236911,263194,"11,09%",236911,263194,"11,09%",28643,26568,"-7,25%",19552,17617,"-9,90%",19307,24881,"28,87%",10646,16324,"53,33%",14865,16356,"10,03%",22807,25874,"13,45%",19344,22608,"16,88%",21650,22139,"2,26%",24386,16849,"-30,91%",12367,24232,"95,93%",19121,21144,"10,58%",24220,28601,"18,09%"
